filename,label,disease,height,width,avg_contour_length,line_density,num_lines
02054.tiff,4,Healthy,600.0,800.0,26.1761557284319,8.333333333333334e-06,4.0
02055.tiff,4,Healthy,600.0,800.0,24.377719449566225,6.25e-06,3.0
02056.tiff,4,Healthy,600.0,800.0,23.46117877660383,8.333333333333334e-06,4.0
02057.tiff,4,Healthy,600.0,800.0,21.58790898142439,8.333333333333334e-06,4.0
02058.tiff,4,Healthy,600.0,800.0,27.70835614714641,6.25e-06,3.0
02059.tiff,4,Healthy,600.0,800.0,25.235169434652686,6.25e-06,3.0
02060.tiff,4,Healthy,600.0,800.0,23.21938308458692,8.333333333333334e-06,4.0
02061.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.27642590578326,4.166666666666667e-06,2.0
02062.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.94566902079558,8.333333333333334e-06,4.0
02063.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.82177479880113,6.25e-06,3.0
02064.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.02642596164764,6.25e-06,3.0
02065.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.57967016970327,4.166666666666667e-06,2.0
02066.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.224561020947885,4.166666666666667e-06,2.0
02067.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.875799095664416,1.0416666666666666e-05,5.0
02068.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.493138881695216,8.333333333333334e-06,4.0
02069.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.239933289289475,6.25e-06,3.0
02070.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.016468019654216,6.25e-06,3.0
02071.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,39.51155215287246,4.166666666666667e-06,2.0
02072.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.57982553166868,6.25e-06,3.0
02073.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,47.173086638373086,4.166666666666667e-06,2.0
02074.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,49.002426107906366,2.083333333333333e-06,1.0
02075.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,40.05665292556769,4.166666666666667e-06,2.0
02076.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,34.11580394422504,4.166666666666667e-06,2.0
02077.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.14685137018504,6.25e-06,3.0
02078.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,37.725976398521,6.25e-06,3.0
02079.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,43.61275059141153,6.25e-06,3.0
02080.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.788404864216027,4.166666666666667e-06,2.0
02081.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.98344075942565,8.333333333333334e-06,4.0
02082.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.792479228263616,8.333333333333334e-06,4.0
02083.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.3731576527868,6.25e-06,3.0
02084.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.184954873792865,6.25e-06,3.0
02085.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.269874496028777,6.25e-06,3.0
02086.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.464380016027413,6.25e-06,3.0
02087.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.223026327316504,6.25e-06,3.0
02088.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.382446651403296,6.25e-06,3.0
02089.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.27396318149448,6.25e-06,3.0
02090.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.572322936793466,4.166666666666667e-06,2.0
02091.tiff,4,Healthy,600.0,800.0,23.07372015413612,6.25e-06,3.0
02092.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.892930502885925,1.0416666666666666e-05,5.0
02093.tiff,4,Healthy,600.0,800.0,24.862461323629727,6.25e-06,3.0
02094.tiff,4,Healthy,600.0,800.0,24.27308495246801,6.25e-06,3.0
02095.tiff,4,Healthy,600.0,800.0,22.29862204829664,8.333333333333334e-06,4.0
02096.tiff,4,Healthy,600.0,800.0,21.182875753822906,8.333333333333334e-06,4.0
02097.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.88792474093593,6.25e-06,3.0
02098.tiff,4,Healthy,600.0,800.0,22.82265641263201,6.25e-06,3.0
02099.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.246732295844755,8.333333333333334e-06,4.0
02100.tiff,4,Healthy,600.0,800.0,21.801287758350373,8.333333333333334e-06,4.0
02101.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.67978038087015,6.25e-06,3.0
02102.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.97291924281495,6.25e-06,3.0
02103.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.35424807403299,1.0416666666666666e-05,5.0
02104.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.97008282288176,8.333333333333334e-06,4.0
02105.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.26605787556568,1.0416666666666666e-05,5.0
02106.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.48778153230622,1.0416666666666666e-05,5.0
02107.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.847034805060844,8.333333333333334e-06,4.0
02108.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.08443692663102,1.0416666666666666e-05,5.0
02109.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.69663549674036,8.333333333333334e-06,4.0
02110.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.560954297037053,8.333333333333334e-06,4.0
02111.tiff,4,Healthy,600.0,800.0,20.744635123480496,4.166666666666667e-06,2.0
02112.tiff,4,Healthy,600.0,800.0,29.85788758382377,8.333333333333334e-06,4.0
02113.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.89922802711557,6.25e-06,3.0
02114.tiff,4,Healthy,600.0,800.0,30.2921785050776,8.333333333333334e-06,4.0
02115.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.77612548892349,1.0416666666666666e-05,5.0
02116.tiff,4,Healthy,600.0,800.0,28.86571139595725,8.333333333333334e-06,4.0
02117.tiff,4,Healthy,600.0,800.0,30.88585215330124,4.166666666666667e-06,2.0
02118.tiff,4,Healthy,600.0,800.0,28.72131829247658,8.333333333333334e-06,4.0
02119.tiff,4,Healthy,600.0,800.0,29.65406859182093,6.25e-06,3.0
02120.tiff,4,Healthy,600.0,800.0,29.03414513702904,6.25e-06,3.0
02121.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.45998458664652,6.25e-06,3.0
02122.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.42596997172627,6.25e-06,3.0
02123.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,35.04284782079329,6.25e-06,3.0
02124.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.601349657602448,8.333333333333334e-06,4.0
02125.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.848783726041965,8.333333333333334e-06,4.0
02126.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.62297844660544,8.333333333333334e-06,4.0
02127.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.02102237893629,6.25e-06,3.0
02128.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.49365630910441,6.25e-06,3.0
02129.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.64203854854761,8.333333333333334e-06,4.0
02130.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.7269266163562,6.25e-06,3.0
02131.tiff,4,Healthy,600.0,800.0,25.779672264369648,8.333333333333334e-06,4.0
02132.tiff,4,Healthy,600.0,800.0,25.82973354994299,8.333333333333334e-06,4.0
02133.tiff,4,Healthy,600.0,800.0,24.263177454471588,8.333333333333334e-06,4.0
02134.tiff,4,Healthy,600.0,800.0,22.95844950024565,4.166666666666667e-06,2.0
02135.tiff,4,Healthy,600.0,800.0,23.833084111552,4.166666666666667e-06,2.0
02136.tiff,4,Healthy,600.0,800.0,22.124641926665056,8.333333333333334e-06,4.0
02137.tiff,4,Healthy,600.0,800.0,22.139650895405204,6.25e-06,3.0
02138.tiff,4,Healthy,600.0,800.0,24.58736533240268,6.25e-06,3.0
02139.tiff,4,Healthy,600.0,800.0,20.30503809491142,4.166666666666667e-06,2.0
02140.tiff,4,Healthy,600.0,800.0,26.32273306503688,8.333333333333334e-06,4.0
02141.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.51371612167952,6.25e-06,3.0
02142.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.30844944487504,6.25e-06,3.0
02143.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.078182882289184,4.166666666666667e-06,2.0
02144.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.89721478629053,6.25e-06,3.0
02145.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,35.806384171837955,6.25e-06,3.0
02146.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,45.21533607532901,8.333333333333334e-06,4.0
02147.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.292964496726384,4.166666666666667e-06,2.0
02148.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.89704300457576,4.166666666666667e-06,2.0
02149.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.34348738632319,8.333333333333334e-06,4.0
02150.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,60.81936936500745,4.166666666666667e-06,2.0
02151.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,39.46446856160283,4.166666666666667e-06,2.0
02152.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.970809225797243,2.083333333333333e-06,1.0
02153.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.97241783163963,2.083333333333333e-06,1.0
02154.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,40.448094286130704,2.083333333333333e-06,1.0
02155.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,39.38821017539125,6.25e-06,3.0
02156.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.9150138982104,6.25e-06,3.0
02157.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.35462890586317,1.0416666666666666e-05,5.0
02158.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.87345674242824,4.166666666666667e-06,2.0
02159.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.994198572515927,4.166666666666667e-06,2.0
02160.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.61879395744572,2.083333333333333e-06,1.0
02161.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.321056946141187,8.333333333333334e-06,4.0
02162.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.117937293999336,6.25e-06,3.0
02163.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.45863518410772,6.25e-06,3.0
02164.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,33.19736045282714,4.166666666666667e-06,2.0
02165.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.52222709603362,6.25e-06,3.0
02166.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.45224728823291,6.25e-06,3.0
02167.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.66575693259352,4.166666666666667e-06,2.0
02168.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.613719848233952,4.166666666666667e-06,2.0
02169.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.731176363999577,6.25e-06,3.0
02170.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.465807178441217,6.25e-06,3.0
02171.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.819281936000262,6.25e-06,3.0
02172.tiff,4,Healthy,600.0,800.0,24.804040617428853,6.25e-06,3.0
02173.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.813488453191272,4.166666666666667e-06,2.0
02174.tiff,4,Healthy,600.0,800.0,26.55880363135817,6.25e-06,3.0
02175.tiff,4,Healthy,600.0,800.0,27.483949612487447,4.166666666666667e-06,2.0
02176.tiff,4,Healthy,600.0,800.0,29.040151911508527,4.166666666666667e-06,2.0
02177.tiff,4,Healthy,600.0,800.0,27.83435068623645,6.25e-06,3.0
02178.tiff,4,Healthy,600.0,800.0,26.94635423123132,4.166666666666667e-06,2.0
02179.tiff,4,Healthy,600.0,800.0,30.963523049483594,4.166666666666667e-06,2.0
02180.tiff,4,Healthy,600.0,800.0,25.37357974774069,6.25e-06,3.0
02181.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.71072041353296,4.166666666666667e-06,2.0
02182.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.049141220514784,2.083333333333333e-06,1.0
02183.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.52066287014068,8.333333333333334e-06,4.0
02184.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.981378224406924,6.25e-06,3.0
02185.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.11012083753733,1.0416666666666666e-05,5.0
02186.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.500062878591468,2.083333333333333e-06,1.0
02187.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.62020428125713,8.333333333333334e-06,4.0
02188.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,46.24466450089839,4.166666666666667e-06,2.0
02189.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.43269039672845,6.25e-06,3.0
02190.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,32.048867199269615,6.25e-06,3.0
02191.tiff,4,Healthy,600.0,800.0,24.84847031866951,6.25e-06,3.0
02192.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.368324724822926,4.166666666666667e-06,2.0
02193.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.290503132521216,6.25e-06,3.0
02194.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.113056685034124,4.166666666666667e-06,2.0
02195.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.11913545193841,6.25e-06,3.0
02196.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.41445474613697,6.25e-06,3.0
02197.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.05487348239637,6.25e-06,3.0
02198.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.46670741985499,8.333333333333334e-06,4.0
02199.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.600663933146045,4.166666666666667e-06,2.0
02200.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.806253584931575,4.166666666666667e-06,2.0
02201.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.224078963919464,6.25e-06,3.0
02202.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.84501268690181,6.25e-06,3.0
02203.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.66690137680026,6.25e-06,3.0
02204.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.049528025720843,6.25e-06,3.0
02205.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.10613720833647,8.333333333333334e-06,4.0
02206.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.824486096985908,6.25e-06,3.0
02207.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,21.204404705314225,6.25e-06,3.0
02208.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.350283936361794,6.25e-06,3.0
02209.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.623685905665464,6.25e-06,3.0
02210.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,20.228230657881383,6.25e-06,3.0
02211.tiff,4,Healthy,600.0,800.0,22.721566726128582,6.25e-06,3.0
02212.tiff,4,Healthy,600.0,800.0,23.24090657090124,6.25e-06,3.0
02213.tiff,4,Healthy,600.0,800.0,26.013813323109463,8.333333333333334e-06,4.0
02214.tiff,4,Healthy,600.0,800.0,28.873646639795865,6.25e-06,3.0
02215.tiff,4,Healthy,600.0,800.0,22.39181595263767,8.333333333333334e-06,4.0
02216.tiff,4,Healthy,600.0,800.0,23.65788684615927,6.25e-06,3.0
02217.tiff,4,Healthy,600.0,800.0,21.104060992506145,6.25e-06,3.0
02218.tiff,4,Healthy,600.0,800.0,26.099455797092336,6.25e-06,3.0
02219.tiff,4,Healthy,600.0,800.0,21.26178258862245,6.25e-06,3.0
02220.tiff,4,Healthy,600.0,800.0,22.02483218272756,8.333333333333334e-06,4.0
02221.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.41913692836761,8.333333333333334e-06,4.0
02222.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.84894103331444,6.25e-06,3.0
02223.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.496126428632984,8.333333333333334e-06,4.0
02224.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.32831396079404,6.25e-06,3.0
02225.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.336404520266253,6.25e-06,3.0
02226.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.090738945581,8.333333333333334e-06,4.0
02227.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.48354665752796,6.25e-06,3.0
02228.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.74821484375967,6.25e-06,3.0
02229.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.86899068049173,8.333333333333334e-06,4.0
02230.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.75730256886337,8.333333333333334e-06,4.0
02231.tiff,4,Healthy,600.0,800.0,20.26212633207292,6.25e-06,3.0
02232.tiff,4,Healthy,600.0,800.0,21.699643787461245,8.333333333333334e-06,4.0
02233.tiff,4,Healthy,600.0,800.0,31.76317853073149,6.25e-06,3.0
02234.tiff,4,Healthy,600.0,800.0,31.97727000987603,6.25e-06,3.0
02235.tiff,4,Healthy,600.0,800.0,30.72225415825844,8.333333333333334e-06,4.0
02236.tiff,4,Healthy,600.0,800.0,26.74160074322708,8.333333333333334e-06,4.0
02237.tiff,4,Healthy,600.0,800.0,30.159881341151703,6.25e-06,3.0
02238.tiff,4,Healthy,600.0,800.0,30.98556035892916,6.25e-06,3.0
02239.tiff,4,Healthy,600.0,800.0,31.630886258472,6.25e-06,3.0
02240.tiff,4,Healthy,600.0,800.0,34.39092181922551,6.25e-06,3.0
02241.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.13754871222052,6.25e-06,3.0
02242.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.620540108394493,8.333333333333334e-06,4.0
02243.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.95339217928589,8.333333333333334e-06,4.0
02244.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,22.89831707032783,8.333333333333334e-06,4.0
02245.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.602793037666466,6.25e-06,3.0
02246.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.0962051653827,8.333333333333334e-06,4.0
02247.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.97819119841693,6.25e-06,3.0
02248.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,21.62908890195181,6.25e-06,3.0
02249.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.53444568349118,6.25e-06,3.0
02250.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,21.51134361375736,8.333333333333334e-06,4.0
02251.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.19521627715736,6.25e-06,3.0
02252.tiff,4,Healthy,600.0,800.0,23.489271465648304,8.333333333333334e-06,4.0
02253.tiff,4,Healthy,600.0,800.0,23.931757528493755,4.166666666666667e-06,2.0
02254.tiff,4,Healthy,600.0,800.0,23.47980006292253,6.25e-06,3.0
02255.tiff,4,Healthy,600.0,800.0,25.22215291564404,4.166666666666667e-06,2.0
02256.tiff,4,Healthy,600.0,800.0,27.10873527745897,4.166666666666667e-06,2.0
02257.tiff,4,Healthy,600.0,800.0,26.12905378038233,6.25e-06,3.0
02258.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.99463833895862,8.333333333333334e-06,4.0
02259.tiff,4,Healthy,600.0,800.0,26.10491258341081,8.333333333333334e-06,4.0
02260.tiff,4,Healthy,600.0,800.0,23.10350688106348,8.333333333333334e-06,4.0
02261.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.059039237999148,4.166666666666667e-06,2.0
